Law,Psychology,Technology,Novel,World History,Language and literature,"Geography, Anthropology	",Political Science,Social Science
?,Y,Y,?,Y,Y,Y,?,Y
Y,Y,?,?,?,?,?,Y,Y
Y,Y,?,?,Y,?,?,?,Y
?,?,Y,?,Y,?,Y,?,Y
?,?,?,Y,?,Y,Y,?,Y
?,Y,?,Y,Y,Y,?,?,?
?,?,?,?,?,Y,Y,Y,Y
?,Y,?,Y,Y,?,Y,?,?
Y,?,?,?,Y,Y,Y,Y,?
?,Y,?,Y,Y,Y,Y,Y,?
?,Y,?,?,Y,?,Y,Y,Y
?,?,?,Y,Y,Y,Y,?,?
Y,Y,?,?,?,?,?,Y,Y
Y,Y,?,?,?,Y,?,Y,?
Y,Y,?,?,?,?,?,Y,Y
Y,Y,?,?,?,?,?,Y,Y
Y,Y,?,?,Y,Y,?,?,?
Y,?,?,?,Y,Y,?,Y,Y
Y,Y,?,?,?,Y,?,?,Y
Y,?,?,?,Y,Y,?,Y,Y
?,Y,Y,?,?,?,?,Y,Y
Y,Y,?,?,?,?,?,Y,Y
?,?,?,?,Y,Y,Y,?,Y
?,?,?,Y,Y,Y,?,?,Y
?,Y,?,Y,Y,Y,Y,?,Y
?,Y,Y,?,?,Y,?,Y,Y
?,?,?,Y,Y,Y,Y,Y,Y
?,Y,Y,?,Y,?,Y,?,Y
?,Y,?,?,Y,?,Y,Y,Y
Y,Y,?,?,Y,?,Y,?,Y
Y,?,?,?,Y,Y,?,Y,Y
?,?,?,?,Y,Y,?,Y,Y
?,?,Y,?,Y,Y,?,?,Y
Y,Y,?,Y,Y,Y,?,Y,Y
?,Y,?,?,Y,Y,Y,?,Y
?,?,Y,Y,Y,Y,?,?,Y
?,?,?,Y,Y,Y,?,?,Y
?,Y,?,?,Y,Y,?,?,Y
?,Y,?,Y,?,Y,?,?,Y
?,Y,?,?,Y,Y,Y,?,?
?,?,?,?,Y,Y,Y,?,Y
?,Y,?,?,Y,Y,Y,Y,?
?,Y,?,?,Y,Y,?,?,Y
?,Y,?,?,Y,Y,?,Y,Y
